Individual,Fitness,RobotStructure
0,5.693107052943416,"0.0,4.0,3.0,3.0,3.0|3.0,4.0,0.0,4.0,0.0|3.0,2.0,4.0,2.0,4.0|2.0,0.0,4.0,0.0,0.0|3.0,0.0,4.0,0.0,0.0"
1,5.554101259413781,"0.0,3.0,3.0,3.0,4.0|4.0,4.0,2.0,2.0,1.0|1.0,0.0,4.0,0.0,3.0|2.0,1.0,4.0,0.0,0.0|2.0,0.0,2.0,0.0,0.0"
2,5.531548045038618,"0.0,4.0,3.0,3.0,3.0|4.0,4.0,2.0,4.0,0.0|3.0,2.0,4.0,2.0,4.0|1.0,0.0,4.0,0.0,0.0|3.0,0.0,4.0,0.0,0.0"
3,5.464344780350856,"0.0,4.0,3.0,3.0,3.0|4.0,4.0,2.0,4.0,0.0|3.0,2.0,4.0,2.0,4.0|2.0,0.0,4.0,0.0,0.0|3.0,0.0,4.0,0.0,0.0"
4,5.401196047524849,"0.0,4.0,3.0,3.0,3.0|4.0,4.0,2.0,4.0,0.0|3.0,2.0,4.0,2.0,4.0|2.0,0.0,4.0,0.0,0.0|1.0,0.0,4.0,0.0,0.0"
5,5.359586366528999,"0.0,4.0,3.0,3.0,3.0|4.0,4.0,2.0,4.0,0.0|3.0,2.0,4.0,2.0,4.0|2.0,0.0,4.0,0.0,0.0|2.0,0.0,4.0,0.0,0.0"
6,5.359586366528999,"0.0,4.0,3.0,3.0,3.0|4.0,4.0,2.0,4.0,0.0|3.0,2.0,4.0,2.0,4.0|2.0,0.0,4.0,0.0,0.0|2.0,0.0,4.0,0.0,0.0"
7,5.347651924927416,"0.0,4.0,3.0,3.0,3.0|3.0,4.0,0.0,4.0,0.0|3.0,1.0,4.0,2.0,4.0|2.0,0.0,4.0,0.0,0.0|3.0,0.0,4.0,0.0,0.0"
8,5.311599194951448,"0.0,4.0,3.0,3.0,3.0|2.0,4.0,2.0,4.0,0.0|3.0,2.0,4.0,2.0,4.0|2.0,0.0,4.0,0.0,0.0|2.0,0.0,4.0,0.0,0.0"
9,5.305509256839754,"0.0,4.0,3.0,3.0,3.0|0.0,4.0,2.0,4.0,0.0|3.0,2.0,4.0,2.0,4.0|2.0,0.0,4.0,0.0,0.0|2.0,0.0,4.0,0.0,0.0"
